new_id,Response_ID,Recorded_Date,Location_Latitude,Location_Longitude,input_location,input_category,input_lat,input_lon,distance_m,best_lat,best_lon,sweep,gender,age,race_White,race_Hispanic,race_Black,race_Asian,race_American_Indian,last_30_noshelter,_3year_noshelter,Rank___Level_of_privacy,Rank___Length_allowed_to_stay,Rank___Security_Guards,Rank___Case_Management,Rank___Close_to_transit,Rank___Proximity_to_where_you_st,Rank___Substance_Use_Policy,Rank___Participation_in_rule_mak,Rank___Curfew_Policy,Rank___Pet_Policy,Rank___Partners_Policy,Rank___How_Clean_it_is,Preferred_B1Q1,Preferred_B1Q2,Preferred_B1Q3,Preferred_B1Q4,Preferred_B2Q1,Preferred_B2Q2,Preferred_B2Q3,Preferred_B2Q4,Preferred_B3Q1,Preferred_B3Q2,Preferred_B3Q3,Preferred_B3Q4,Outside_Option_B1Q1,Outside_Option_B1Q2,Outside_Option_B1Q3,Outside_Option_B1Q4,Outside_Option_B2Q1,Outside_Option_B2Q2,Outside_Option_B2Q3,Outside_Option_B2Q4,Outside_Option_B3Q1,Outside_Option_B3Q2,Outside_Option_B3Q3,Outside_Option_B3Q4,trigger___Selected_Choice_Family,trigger___Selected_Choice_Chose_,trigger___Selected_Choice_Divorc,trigger___Selected_Choice_Could_,trigger___Selected_Choice_Rent_i,trigger___Selected_Choice_Evicti,trigger___Selected_Choice_Releas,trigger___Selected_Choice_Other_,trigger___Other__Specify____Text
510,R_nfxbp5KpUu9fo9D,2025-09-06 19:14:36,,,"37.7536682, -122.1767956",coord_decimal,37.7536682,-122.1767956,,37.7536682,-122.1767956,1.0,Male,48.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,2,11,12,3,6,4,10,8,5,7,9,1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,,,,,Eviction,,,
511,R_bvcTUidcSaV2dcb,2025-09-06 19:14:38,37.753368,-122.177482,"37.7536062, -122.1775124",coord_decimal,37.7536062,-122.1775124,26.6,37.753368,-122.177482,0.0,Female,54.0,,,Black,,,,,4,6,7,3,2,1,8,10,9,11,12,5,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,,,,,Other (Specify),Roommate too controlling
512,R_b4Qz3Zbq0mMCWFw,2025-09-06 19:14:42,37.75348,-122.177463,"37.7536062, -122.1775124",coord_decimal,37.7536062,-122.1775124,14.7,37.75348,-122.177463,1.0,Female,51.0,,,Black,,,,,6,3,5,1,7,10,4,12,11,9,8,2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
513,R_0xOopSW5mWrucAj,2025-09-06 19:14:47,37.753445,-122.177402,"37.7536062, -122.1775124",coord_decimal,37.7536062,-122.1775124,20.4,37.753445,-122.177402,1.0,Male,65.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,1,4,9,3,6,5,2,12,8,10,11,7,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,,,,,Eviction,,,
514,R_5MFkM2x06XUCR4T,2025-09-06 19:14:53,37.753457,-122.177425,"37.7536062, -122.1775124",coord_decimal,37.7536062,-122.1775124,18.3,37.753457,-122.177425,1.0,Male,52.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,6,2,7,5,4,3,1,12,9,8,11,10,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Drugs
515,R_niSzKv6YYh6XTh1,2025-09-07 18:34:37,37.813853,-122.274535,"37.8147530, -122.2746291",coord_decimal,37.814753,-122.2746291,100.4,37.813853,-122.274535,1.0,Male,40.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,5,4,2,11,3,7,8,12,1,10,9,6,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,,Released from jail/prison,,
516,R_1ebk6Dw1NBUbq6V,2025-09-07 18:34:39,37.813632,-122.274417,"37.8147530, -122.2746291",coord_decimal,37.814753,-122.2746291,126.0,37.813632,-122.274417,1.0,Female,41.0,,,Black,,,,,2,4,10,6,7,9,5,12,8,11,1,3,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,,,,,,,,Other (Specify),Slumlord
517,R_6LaLH90b528hGzJ,2025-09-07 18:34:40,37.813633,-122.274447,"37.8147530, -122.2746291",coord_decimal,37.814753,-122.2746291,125.6,37.813633,-122.274447,1.0,Male,60.0,,,Black,,,,,2,7,9,4,8,10,3,11,6,12,1,5,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Slumlord
518,R_3oBj09KV5anPHQt,2025-09-07 18:34:42,37.813273,-122.274392,"37.8147530, -122.2746291",coord_decimal,37.814753,-122.2746291,165.9,37.813273,-122.274392,1.0,Female,48.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,1,7,2,4,6,3,9,10,5,11,12,8,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Was supposed to move in and it wasnt available
519,R_5s27m5ou4iCDsh0,2025-09-07 18:34:44,37.812978,-122.274247,"37.8147530, -122.2746291",coord_decimal,37.814753,-122.2746291,200.2,37.812978,-122.274247,0.0,Male,36.0,,,Black,,,,,1,5,7,4,9,8,3,11,6,12,10,2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,Other (Specify),Went to jail
520,R_1AWIGZN84aB54QV,2025-09-07 18:34:45,37.813075,-122.274278,"37.8147530, -122.2746291",coord_decimal,37.814753,-122.2746291,189.1,37.813075,-122.274278,1.0,Male,57.0,,,Black,,,,,2,8,5,4,6,10,3,12,9,11,1,7,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Turned 18
521,R_gzpTnK9dg6CySR0,2025-09-07 18:34:46,37.812983,-122.274212,"37.8147530, -122.2746291",coord_decimal,37.814753,-122.2746291,200.2,37.812983,-122.274212,0.0,Male,45.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,1,4,10,3,6,5,2,8,11,9,12,7,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
522,R_cziqpOpbj7hzIap,2025-09-07 19:09:06,37.813358,-122.274562,"37.8130200, -122.2742147",coord_decimal,37.81302,-122.2742147,48.4,37.813358,-122.274562,0.0,Male,55.0,White,,,,,,,8,9,6,2,11,10,1,12,7,4,3,5,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Drugs
523,R_l9dGEtvquwy7LxO,2025-09-08 16:59:18,37.850412,-122.252433,San francisco divisadero and van ness streef,area_vague,,,,37.850412,-122.252433,0.0,Female,26.0,,,,,,,,1,4,5,8,3,11,10,6,9,12,7,2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,Eviction,,,
524,R_5lj34CXCD0ex7LC,2025-09-11 12:15:37,37.817703,-122.26288,29th and broadway in oakland,area_vague,,,,37.817703,-122.26288,1.0,Female,43.0,,,,Asian,,No Shelter/Outside,No Shelter/Outside,1,8,5,7,4,11,2,6,10,12,9,3,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
525,R_b9OWKZLWK5uboub,2025-09-11 12:15:39,37.85079,-122.25248,Across from 369 22nd street oakland,area_vague,,,,37.85079,-122.25248,0.0,Male,65.0,,,Black,,,,No Shelter/Outside,1,6,5,8,4,7,10,11,9,3,12,2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,,,,
526,R_4AEt1qWpbn2xEka,2025-09-12 19:55:50,37.810583,-122.274538,"37.8104499, -122.2746627",coord_decimal,37.8104499,-122.2746627,18.4,37.810583,-122.274538,1.0,Female,52.0,,,Black,,,,,3,4,5,2,7,8,12,10,9,1,11,6,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,,,,,,,,Other (Specify),Bug imfestation. Landlord wouldnt do anything about it
527,R_fbIKZN1co6gV8xN,2025-09-12 19:55:52,37.810697,-122.274532,"37.8104499, -122.2746627",coord_decimal,37.8104499,-122.2746627,29.8,37.810697,-122.274532,1.0,Male,48.0,,,Black,,,,,6,8,11,3,9,10,5,12,4,2,1,7,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,Chose to leave due to issues with family/friend/roommate,,,,,,,
528,R_lVakvb17tpkz7sY,2025-09-12 19:55:53,37.824823,-122.272102,"37.8248650, -122.2723643",coord_decimal,37.824865,-122.2723643,23.5,37.824823,-122.272102,1.0,Female,40.0,White,,,,,,,4,8,9,7,10,6,3,12,5,1,2,11,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,Other (Specify),Arrested
529,R_e6QPR9MtY8LwF7T,2025-09-12 19:55:55,37.825433,-122.272001,,missing,,,,37.825433,-122.272001,1.0,Male,32.0,White,,,,,,,3,9,10,6,11,7,4,12,5,1,2,8,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,Other (Specify),Arrested
530,R_ezRA5RbO760XjQ8,2025-09-12 19:55:56,37.825769,-122.272135,"37.8248650, -122.2723643",coord_decimal,37.824865,-122.2723643,102.5,37.825769,-122.272135,1.0,Male,47.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,1,3,7,9,10,2,4,12,5,11,8,6,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Lease was up
531,R_j98OZSY48nwI8Jn,2025-09-12 19:55:58,37.825185,-122.272283,"37.8248650, -122.2723643",coord_decimal,37.824865,-122.2723643,36.3,37.825185,-122.272283,1.0,Male,40.0,White,,,,,No Shelter/Outside,No Shelter/Outside,1,4,7,5,6,9,3,12,8,11,10,2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,Other (Specify),Lost job
532,R_o8C9lQFtH3kOwk5,2025-09-12 20:31:32,37.810253,-122.246125,San pablo and 25th in oakland,area_vague,,,,37.810253,-122.246125,0.0,Male,45.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,2,1,9,5,11,3,6,10,7,12,8,4,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
533,R_nVWLUBXuNrTQaji,2025-09-12 20:31:33,37.81094,-122.247677,West street and 34 th in oakland,area_vague,,,,37.81094,-122.247677,1.0,Female,44.0,White,,,,,No Shelter/Outside,,2,10,7,6,5,11,8,9,4,12,3,1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
534,R_2kCbxGYnkDMtBRJ,2025-09-12 20:31:33,37.810858,-122.247617,484 Lake Park in oaklnd onbench,area_vague,,,,37.810858,-122.247617,0.0,Female,60.0,White,,,,,No Shelter/Outside,No Shelter/Outside,2,3,6,9,1,5,8,10,4,12,11,7,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,Could not pay rent,,,,,
535,R_ggGHgWvdCj4tj7p,2025-09-12 20:31:34,37.810363,-122.247182,3227 lakeshore aveoakland,area_vague,,,,37.810363,-122.247182,1.0,Male,36.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,1,8,5,12,6,9,10,2,4,7,11,3,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
536,R_nhXFtSm5lkXObLR,2025-09-12 20:31:35,37.847903,-122.252273,University and san pablo in berkeley,area_vague,,,,37.847903,-122.252273,0.0,Male,57.0,,,Black,Asian,,,,2,9,8,7,1,6,11,5,4,12,10,3,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Cafaccident led me to not be able to work and afford remt
537,R_5dZ6Fhfg5UeFbTc,2025-09-12 20:31:36,37.848108,-122.252243,568 66 th street oakland ca,area_vague,,,,37.848108,-122.252243,1.0,Male,59.0,,,Black,,,,,1,8,11,10,2,7,6,9,5,3,12,4,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
538,R_77ewykVzeEBZNr7,2025-09-12 20:31:37,37.848063,-122.252217,Sacramento and allston in berkeley,area_vague,,,,37.848063,-122.252217,0.0,Female,73.0,White,,,,,No Shelter/Outside,,2,7,1,6,5,9,11,10,4,12,8,3,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
539,R_65LnRg283TPKXvW,2025-09-12 21:45:28,37.787587,-122.255263,"37.7903704, -122.2491978",coord_decimal,37.7903704,-122.2491978,616.3,37.787587,-122.255263,0.0,Male,42.0,White,,,,,,,1,7,11,6,9,8,2,10,3,12,5,4,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,,,Could not pay rent,,,,,
540,R_6aGLPlFuDQGOMN1,2025-09-13 13:02:17,37.800802,-122.226767,"37.8004806, -122.2268805",coord_decimal,37.8004806,-122.2268805,37.1,37.800802,-122.226767,0.0,Male,60.0,,,Black,,,,,1,4,7,3,2,5,8,10,9,12,11,6,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,,Housing Type 2,Housing Type 1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Lost job. Live/ work
541,R_e8d6WTkPDoPlqMf,2025-09-13 14:42:05,37.735567,-122.183483,"37.7354272, -122.1836389",coord_decimal,37.7354272,-122.1836389,20.7,37.735567,-122.183483,1.0,Male,65.0,White,,,,,,,1,10,4,6,3,7,5,11,2,9,12,8,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,,,Could not pay rent,,,,,
542,R_5NucAHdrSOag33w,2025-09-13 14:42:06,,,"37.7347644, -122.1800625",coord_decimal,37.7347644,-122.1800625,,37.7347644,-122.1800625,1.0,Female,49.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,2,7,9,4,5,6,10,11,3,1,12,8,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,,,,,Rent increase,,,,
543,R_f56sDsV2yHaqBmD,2025-09-13 15:52:33,37.837737,-122.264538,"37.8370904, -122.2641300",coord_decimal,37.8370904,-122.26413,80.3,37.837737,-122.264538,1.0,Male,52.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,1,7,9,4,8,5,3,11,2,10,12,6,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,,,,,,,,Other (Specify),"Dad wasnt payi ng rent, he was but dad wasnt"
544,R_05kv2YIXy1pCkX4,2025-09-13 15:52:36,37.837655,-122.264513,"37.8370904, -122.2641300",coord_decimal,37.8370904,-122.26413,71.2,37.837655,-122.264513,0.0,Female,60.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,8,2,7,3,5,12,9,10,4,11,1,6,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Brothers house and he passed
545,R_4O1tUXn8aXImtBI,2025-09-13 17:50:45,37.817475,-122.275632,"37.8165991, -122.2751890",coord_decimal,37.8165991,-122.275189,104.9,37.817475,-122.275632,0.0,Male,56.0,,,Black,,,,,1,3,9,7,4,8,5,12,2,11,10,6,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Foreclosed
546,R_0gHVwlP9qQhwOmD,2025-09-13 17:50:47,,,"37.8176231, -122.2771316",coord_decimal,37.8176231,-122.2771316,,37.8176231,-122.2771316,1.0,Male,56.0,,,Black,,,,,1,4,10,3,6,5,7,11,9,12,8,2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Mom passed
547,R_k94IsCRDqZXwtua,2025-09-13 17:50:48,,,"37.8176231, -122.2771316",coord_decimal,37.8176231,-122.2771316,,37.8176231,-122.2771316,1.0,Male,41.0,,,Black,,,,,1,8,9,7,5,6,3,12,2,11,10,4,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,,,,Rent increase,Eviction,,,
548,R_i97evO2zSG4hna5,2025-09-13 17:50:49,,,"37.8167525, -122.2751247",coord_decimal,37.8167525,-122.2751247,,37.8167525,-122.2751247,0.0,Male,51.0,White,,,,,,,5,8,3,4,10,6,2,11,1,7,12,9,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,,,Divorce/breakup,,,,,,
549,R_9wmeQFxzuOvCmP9,2025-09-13 17:50:50,37.817438,-122.275682,"37.8174255, -122.2759974",coord_decimal,37.8174255,-122.2759974,27.7,37.817438,-122.275682,1.0,Male,29.0,,,Black,,,,No Shelter/Outside,12,9,7,10,1,11,2,6,8,3,5,4,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,,Chose to leave due to issues with family/friend/roommate,,Could not pay rent,,,Released from jail/prison,,
550,R_9HqOWO80iOm1ac4,2025-09-13 17:50:51,37.817123,-122.27522,"37.8167308, -122.2751629",coord_decimal,37.8167308,-122.2751629,43.9,37.817123,-122.27522,0.0,Female,47.0,White,,,,,,,1,7,3,4,9,5,8,11,2,10,12,6,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,Other (Specify),Moved back fo california
551,R_j5siLR6sin4S8xP,2025-09-13 17:50:51,37.817475,-122.275678,"37.8174255, -122.2759974",coord_decimal,37.8174255,-122.2759974,28.6,37.817475,-122.275678,1.0,Female,29.0,,,Black,,,,,6,4,3,7,5,9,11,10,8,12,1,2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),"Shelter rules, cant get along with others"
552,R_igGJQfh0Uhu4ykW,2025-09-13 17:50:52,37.817173,-122.275273,,missing,,,,37.817173,-122.275273,0.0,Male,26.0,,,Black,,,,No Shelter/Outside,7,5,1,4,8,2,6,3,12,11,9,10,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
553,R_34hWO2KoaiNulrM,2025-09-13 17:50:53,37.817115,-122.275233,"37.8175569, -122.2758143",coord_decimal,37.8175569,-122.2758143,70.9,37.817115,-122.275233,0.0,Male,46.0,White,,,,,,No Shelter/Outside,1,4,7,8,6,5,12,9,11,2,10,3,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,,,,Could not pay rent,,,,,
