new_id,Response_ID,Recorded_Date,best_lat,best_lon,input_category,distance_m,sweep,gender,age,race_White,race_Hispanic,race_Black,last_30_noshelter,_3year_noshelter,sweeps_100m,closures_100m,sweeps_200m,closures_200m,shelter_aversion_score,top_shelter_attribute,Rank___Level_of_privacy,Rank___Length_allowed_to_stay,Rank___Security_Guards,Rank___Case_Management,Rank___Close_to_transit,Rank___Proximity_to_where_you_st,Rank___Substance_Use_Policy,Rank___Participation_in_rule_mak,Rank___Curfew_Policy,Rank___Pet_Policy,Rank___Partners_Policy,Rank___How_Clean_it_is,Preferred_B1Q1,Preferred_B1Q2,Preferred_B1Q3,Preferred_B1Q4,Preferred_B2Q1,Preferred_B2Q2,Preferred_B2Q3,Preferred_B2Q4,Preferred_B3Q1,Preferred_B3Q2,Preferred_B3Q3,Preferred_B3Q4,Outside_Option_B1Q1,Outside_Option_B1Q2,Outside_Option_B1Q3,Outside_Option_B1Q4,Outside_Option_B2Q1,Outside_Option_B2Q2,Outside_Option_B2Q3,Outside_Option_B2Q4,Outside_Option_B3Q1,Outside_Option_B3Q2,Outside_Option_B3Q3,Outside_Option_B3Q4,trigger___Selected_Choice_Family,trigger___Selected_Choice_Chose_,trigger___Selected_Choice_Divorc,trigger___Selected_Choice_Could_,trigger___Selected_Choice_Rent_i,trigger___Selected_Choice_Evicti,trigger___Selected_Choice_Releas,trigger___Selected_Choice_Other_,trigger___Other__Specify____Text
490,R_e041CSt8CbiV54r,2025-09-06 10:38:29,37.813853,-122.273775,coord_decimal,49.4,1.0,Male,59.0,,,Black,,,27,25,169,128,0.5833333333333334,Level of privacy,1.0,5.0,3.0,4.0,7.0,10.0,2.0,8.0,9.0,12.0,11.0,6.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,,Divorce/breakup,,,,,,
491,R_bWo6tsDinzQSUaq,2025-09-06 10:38:31,37.81388,-122.273807,coord_decimal,45.7,1.0,Male,43.0,,,Black,No Shelter/Outside,No Shelter/Outside,27,25,169,128,0.25,Level of privacy,1.0,7.0,9.0,2.0,6.0,5.0,3.0,10.0,4.0,12.0,11.0,8.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,,,,,Eviction,,,
492,R_7M5pRvmBEdk30JU,2025-09-06 10:38:32,37.813897,-122.273762,coord_decimal,49.0,1.0,Male,51.0,,,Black,No Shelter/Outside,No Shelter/Outside,27,25,169,128,0.5833333333333334,Level of privacy,1.0,3.0,9.0,2.0,6.0,7.0,4.0,11.0,8.0,12.0,10.0,5.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,,,Divorce/breakup,,,,,,
493,R_0FdmhIco7ut6hpt,2025-09-06 10:38:33,37.813857,-122.273773,coord_decimal,49.4,0.0,Male,42.0,,,Black,No Shelter/Outside,No Shelter/Outside,27,25,169,128,0.8333333333333334,Substance Use Policy,6.0,3.0,2.0,4.0,7.0,9.0,1.0,11.0,5.0,12.0,10.0,8.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
494,R_eEb534SQXcPKcxm,2025-09-06 10:38:35,37.813828,-122.273833,coord_decimal,45.7,1.0,Male,59.0,,,Black,No Shelter/Outside,No Shelter/Outside,27,25,169,128,0.8333333333333334,How Clean it is,9.0,8.0,6.0,4.0,2.0,5.0,3.0,11.0,7.0,12.0,10.0,1.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
495,R_oi6nc3UYEVMabB4,2025-09-06 10:38:36,37.81388,-122.273845,coord_decimal,42.6,0.0,Male,54.0,,,Black,No Shelter/Outside,No Shelter/Outside,27,25,169,128,0.4166666666666667,Level of privacy,1.0,7.0,8.0,9.0,2.0,6.0,3.0,10.0,4.0,11.0,12.0,5.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Didnt like it
496,R_ckhQHQlWHMQxxU1,2025-09-06 19:14:13,37.753372,-122.177322,coord_decimal,31.0,0.0,Male,40.0,,,Black,No Shelter/Outside,No Shelter/Outside,20,16,33,29,0.8333333333333334,Level of privacy,1.0,9.0,7.0,4.0,8.0,5.0,3.0,10.0,2.0,12.0,11.0,6.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
497,R_gD83mvja7ZV5YFg,2025-09-06 19:14:15,37.753458,-122.177407,coord_decimal,18.9,0.0,Female,61.0,,,Black,,,20,16,33,29,0.6666666666666666,Proximity to where you st,9.0,8.0,10.0,5.0,7.0,1.0,4.0,11.0,12.0,2.0,3.0,6.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,,,,,,,,Other (Specify),Sold house
498,R_92tkAcLXJiiq3S8,2025-09-06 19:14:18,37.753345,-122.177403,coord_decimal,30.6,1.0,Female,55.0,,,Black,No Shelter/Outside,No Shelter/Outside,19,15,33,29,0.6666666666666666,Level of privacy,1.0,7.0,9.0,2.0,6.0,10.0,3.0,8.0,4.0,11.0,12.0,5.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
499,R_2NLgoCvZefcHXcs,2025-09-06 19:14:19,37.753432,-122.177492,coord_decimal,66.6,1.0,Female,43.0,,,Black,No Shelter/Outside,No Shelter/Outside,19,15,33,29,0.5833333333333334,Level of privacy,1.0,9.0,10.0,4.0,5.0,7.0,12.0,11.0,3.0,6.0,8.0,2.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,Chose to leave due to issues with family/friend/roommate,,Could not pay rent,Rent increase,Eviction,,,
500,R_d5MMt85ZSdBOnAz,2025-09-06 19:14:20,37.753392,-122.177355,coord_decimal,27.5,1.0,Female,65.0,,,Black,No Shelter/Outside,No Shelter/Outside,20,16,33,29,0.6666666666666666,Case Management,6.0,8.0,3.0,1.0,4.0,9.0,2.0,7.0,10.0,11.0,12.0,5.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,,,,Could not pay rent,,Eviction,,Other (Specify), Mom passed
501,R_5MUvDrYERgEbjo5,2025-09-06 19:14:20,37.7536682,-122.1767956,coord_decimal,,1.0,Female,58.0,,Hispanic,Black,No Shelter/Outside,No Shelter/Outside,16,12,33,29,0.5833333333333334,Level of privacy,1.0,7.0,9.0,5.0,2.0,6.0,8.0,10.0,3.0,12.0,11.0,4.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,Chose to leave due to issues with family/friend/roommate,,,,,,,
502,R_1Rue0RfMFyIkDRi,2025-09-06 19:14:22,37.7536682,-122.1767956,coord_decimal,,0.0,Male,55.0,,,Black,,,16,12,33,29,0.9166666666666666,Level of privacy,1.0,8.0,2.0,12.0,3.0,5.0,6.0,9.0,4.0,11.0,7.0,10.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),"N/a, lives in home right now"
503,R_6mzEXN4u2Z2faZ4,2025-09-06 19:14:22,37.7534,-122.177433,coord_decimal,24.0,0.0,Male,64.0,,,Black,No Shelter/Outside,No Shelter/Outside,19,15,33,29,1.0,Case Management,7.0,2.0,8.0,1.0,4.0,5.0,9.0,12.0,6.0,11.0,10.0,3.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
504,R_iv8lXs9VUIqaYfo,2025-09-06 19:14:24,37.753412,-122.177472,coord_decimal,65.9,1.0,Male,54.0,,,Black,No Shelter/Outside,No Shelter/Outside,19,15,33,29,0.9166666666666666,Proximity to where you st,7.0,10.0,6.0,3.0,2.0,1.0,9.0,8.0,5.0,11.0,12.0,4.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,Other (Specify),Parents died
505,R_isL8Xw0NyI8yTu2,2025-09-06 19:14:24,37.753415,-122.177388,coord_decimal,23.9,1.0,Female,60.0,,,Black,,No Shelter/Outside,20,16,33,29,0.25,Pet Policy,2.0,8.0,12.0,4.0,9.0,7.0,5.0,11.0,10.0,1.0,3.0,6.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Things werent right there
506,R_aVx8ttMva5iC7fR,2025-09-06 19:14:28,37.7536682,-122.1767956,coord_decimal,,1.0,Male,54.0,,,Black,,,16,12,33,29,0.4166666666666667,Partners Policy,2.0,9.0,6.0,4.0,7.0,8.0,11.0,5.0,10.0,12.0,1.0,3.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
507,R_k8ROsiU4ZPLqXtP,2025-09-06 19:14:29,37.753458,-122.17746,coord_decimal,17.1,1.0,Female,41.0,,,Black,No Shelter/Outside,No Shelter/Outside,19,15,33,29,0.5833333333333334,Pet Policy,3.0,6.0,7.0,11.0,5.0,10.0,4.0,9.0,12.0,1.0,2.0,8.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Foreclosure
508,R_nKw2KxM9z0ssPQx,2025-09-06 19:14:32,37.7536682,-122.1767956,coord_decimal,,1.0,Male,66.0,,,Black,,,16,12,33,29,1.0,Level of privacy,1.0,3.0,6.0,4.0,7.0,11.0,5.0,12.0,10.0,8.0,9.0,2.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
509,R_9LYWYDZjnCOnEWq,2025-09-06 19:14:32,37.753415,-122.177447,coord_decimal,22.0,0.0,Male,60.0,,,Black,No Shelter/Outside,No Shelter/Outside,19,15,33,29,0.5833333333333334,Level of privacy,1.0,3.0,10.0,4.0,9.0,8.0,2.0,7.0,6.0,12.0,11.0,5.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,,,,,,,,Other (Specify),"Grandma died, his cousin sold it"
510,R_nfxbp5KpUu9fo9D,2025-09-06 19:14:36,37.7536682,-122.1767956,coord_decimal,,1.0,Male,48.0,,,Black,No Shelter/Outside,No Shelter/Outside,16,12,33,29,0.8333333333333334,How Clean it is,2.0,11.0,12.0,3.0,6.0,4.0,10.0,8.0,5.0,7.0,9.0,1.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,,,,,Eviction,,,
511,R_bvcTUidcSaV2dcb,2025-09-06 19:14:38,37.753368,-122.177482,coord_decimal,26.6,0.0,Female,54.0,,,Black,,,19,15,37,33,0.8333333333333334,Proximity to where you st,4.0,6.0,7.0,3.0,2.0,1.0,8.0,10.0,9.0,11.0,12.0,5.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,,,,,Other (Specify),Roommate too controlling
512,R_b4Qz3Zbq0mMCWFw,2025-09-06 19:14:42,37.75348,-122.177463,coord_decimal,14.7,1.0,Female,51.0,,,Black,,,20,16,33,29,0.75,Case Management,6.0,3.0,5.0,1.0,7.0,10.0,4.0,12.0,11.0,9.0,8.0,2.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
513,R_0xOopSW5mWrucAj,2025-09-06 19:14:47,37.753445,-122.177402,coord_decimal,20.4,1.0,Male,65.0,,,Black,No Shelter/Outside,No Shelter/Outside,20,16,33,29,0.5833333333333334,Level of privacy,1.0,4.0,9.0,3.0,6.0,5.0,2.0,12.0,8.0,10.0,11.0,7.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,,,,,Eviction,,,
514,R_5MFkM2x06XUCR4T,2025-09-06 19:14:53,37.753457,-122.177425,coord_decimal,18.3,1.0,Male,52.0,,,Black,No Shelter/Outside,No Shelter/Outside,20,16,33,29,0.6666666666666666,Substance Use Policy,6.0,2.0,7.0,5.0,4.0,3.0,1.0,12.0,9.0,8.0,11.0,10.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Drugs
515,R_niSzKv6YYh6XTh1,2025-09-07 18:34:37,37.813853,-122.274535,coord_decimal,100.4,1.0,Male,40.0,,,Black,No Shelter/Outside,No Shelter/Outside,43,38,128,99,0.5833333333333334,Curfew Policy,5.0,4.0,2.0,11.0,3.0,7.0,8.0,12.0,1.0,10.0,9.0,6.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,,Released from jail/prison,,
516,R_1ebk6Dw1NBUbq6V,2025-09-07 18:34:39,37.813632,-122.274417,coord_decimal,126.0,1.0,Female,41.0,,,Black,,,38,33,130,101,0.6666666666666666,Partners Policy,2.0,4.0,10.0,6.0,7.0,9.0,5.0,12.0,8.0,11.0,1.0,3.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,,,,,,,,Other (Specify),Slumlord
517,R_6LaLH90b528hGzJ,2025-09-07 18:34:40,37.813633,-122.274447,coord_decimal,125.6,1.0,Male,60.0,,,Black,,,38,33,130,101,0.3333333333333333,Partners Policy,2.0,7.0,9.0,4.0,8.0,10.0,3.0,11.0,6.0,12.0,1.0,5.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Slumlord
518,R_3oBj09KV5anPHQt,2025-09-07 18:34:42,37.813273,-122.274392,coord_decimal,165.9,1.0,Female,48.0,,,Black,No Shelter/Outside,No Shelter/Outside,40,35,152,119,1.0,Level of privacy,1.0,7.0,2.0,4.0,6.0,3.0,9.0,10.0,5.0,11.0,12.0,8.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Was supposed to move in and it wasnt available
519,R_5s27m5ou4iCDsh0,2025-09-07 18:34:44,37.812978,-122.274247,coord_decimal,200.2,0.0,Male,36.0,,,Black,,,45,35,176,139,0.5,Level of privacy,1.0,5.0,7.0,4.0,9.0,8.0,3.0,11.0,6.0,12.0,10.0,2.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,Other (Specify),Went to jail
520,R_1AWIGZN84aB54QV,2025-09-07 18:34:45,37.813075,-122.274278,coord_decimal,189.1,1.0,Male,57.0,,,Black,,,65,55,152,119,1.0,Partners Policy,2.0,8.0,5.0,4.0,6.0,10.0,3.0,12.0,9.0,11.0,1.0,7.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Turned 18
521,R_gzpTnK9dg6CySR0,2025-09-07 18:34:46,37.812983,-122.274212,coord_decimal,200.2,0.0,Male,45.0,,,Black,No Shelter/Outside,No Shelter/Outside,65,55,175,138,0.4166666666666667,Level of privacy,1.0,4.0,10.0,3.0,6.0,5.0,2.0,8.0,11.0,9.0,12.0,7.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
522,R_cziqpOpbj7hzIap,2025-09-07 19:09:06,37.813358,-122.274562,coord_decimal,48.4,0.0,Male,55.0,White,,,,,20,15,130,101,0.9166666666666666,Substance Use Policy,8.0,9.0,6.0,2.0,11.0,10.0,1.0,12.0,7.0,4.0,3.0,5.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Drugs
523,R_l9dGEtvquwy7LxO,2025-09-08 16:59:18,37.850412,-122.252433,area_vague,,0.0,Female,26.0,,,,,,0,0,0,0,1.0,Level of privacy,1.0,4.0,5.0,8.0,3.0,11.0,10.0,6.0,9.0,12.0,7.0,2.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,Eviction,,,
524,R_5lj34CXCD0ex7LC,2025-09-11 12:15:37,37.817703,-122.26288,area_vague,,1.0,Female,43.0,,,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Level of privacy,1.0,8.0,5.0,7.0,4.0,11.0,2.0,6.0,10.0,12.0,9.0,3.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
525,R_b9OWKZLWK5uboub,2025-09-11 12:15:39,37.85079,-122.25248,area_vague,,0.0,Male,65.0,,,Black,,No Shelter/Outside,0,0,0,0,1.0,Level of privacy,1.0,6.0,5.0,8.0,4.0,7.0,10.0,11.0,9.0,3.0,12.0,2.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,,,,
526,R_4AEt1qWpbn2xEka,2025-09-12 19:55:50,37.810583,-122.274538,coord_decimal,18.4,1.0,Female,52.0,,,Black,,,4,4,60,45,0.75,Pet Policy,3.0,4.0,5.0,2.0,7.0,8.0,12.0,10.0,9.0,1.0,11.0,6.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,,,,,,,,Other (Specify),Bug imfestation. Landlord wouldnt do anything about it
527,R_fbIKZN1co6gV8xN,2025-09-12 19:55:52,37.810697,-122.274532,coord_decimal,29.8,1.0,Male,48.0,,,Black,,,4,4,61,46,0.5,Partners Policy,6.0,8.0,11.0,3.0,9.0,10.0,5.0,12.0,4.0,2.0,1.0,7.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,Chose to leave due to issues with family/friend/roommate,,,,,,,
528,R_lVakvb17tpkz7sY,2025-09-12 19:55:53,37.824823,-122.272102,coord_decimal,23.5,1.0,Female,40.0,White,,,,,9,8,10,9,0.08333333333333333,Pet Policy,4.0,8.0,9.0,7.0,10.0,6.0,3.0,12.0,5.0,1.0,2.0,11.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,Other (Specify),Arrested
529,R_e6QPR9MtY8LwF7T,2025-09-12 19:55:55,37.825433,-122.272001,missing,,1.0,Male,32.0,White,,,,,9,8,10,9,0.16666666666666666,Pet Policy,3.0,9.0,10.0,6.0,11.0,7.0,4.0,12.0,5.0,1.0,2.0,8.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,Other (Specify),Arrested
530,R_ezRA5RbO760XjQ8,2025-09-12 19:55:56,37.825769,-122.272135,coord_decimal,102.5,1.0,Male,47.0,,,Black,No Shelter/Outside,No Shelter/Outside,9,8,10,9,0.5,Level of privacy,1.0,3.0,7.0,9.0,10.0,2.0,4.0,12.0,5.0,11.0,8.0,6.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Lease was up
531,R_j98OZSY48nwI8Jn,2025-09-12 19:55:58,37.825185,-122.272283,coord_decimal,36.3,1.0,Male,40.0,White,,,No Shelter/Outside,No Shelter/Outside,9,8,10,9,0.8333333333333334,Level of privacy,1.0,4.0,7.0,5.0,6.0,9.0,3.0,12.0,8.0,11.0,10.0,2.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,Other (Specify),Lost job
