location_raw,district,sensitivity_zone,OPERATION START DATE,OPERATION END DATE,start_date,end_date,duration_days,year,month,year_month,policy_era,intervention_primary,intervention_secondary,is_mixed_intervention,not_executed,is_self_closure,with_outreach,spatial_notes,location_type,location_for_geocoding,latitude,longitude,geocode_source,intervention_raw
14th St between Mandela Pkwy and Kirkham Ct,D3,High,"April 05, 2022","April 06, 2022",2022-04-05,2022-04-06,1,2022,4,2022-04,pre_grants_pass,Closure,,False,False,False,False,eastside,intersection,"14th Street between Mandela Parkway and Kirkham Court, Oakland, CA",,,,Closure (Eastside Only)
16th St between Kirkham St and Mandela Pkwy,D3,High,"April 05, 2022","April 06, 2022",2022-04-05,2022-04-06,1,2022,4,2022-04,pre_grants_pass,Closure,,False,False,False,False,eastside,intersection,"16th Street between Kirkham Street and Mandela Parkway, Oakland, CA",,,,Closure (Eastside Only)
Mandela Parkway between 14th & 16th,D3,High,"April 05, 2022","April 06, 2022",2022-04-05,2022-04-06,1,2022,4,2022-04,pre_grants_pass,Closure,,False,False,False,False,eastside,intersection,"Mandela Parkway between 14th & 16th, Oakland, CA",,,,Closure (Eastside Only)
330 Chestnut Street,D3,High,"April 04, 2022","April 04, 2022",2022-04-04,2022-04-04,0,2022,4,2022-04,pre_grants_pass,Closure,,False,False,False,False,,address,"330 Chestnut Street, Oakland, CA",,,,Closure
6th St between Brush St and Castro St,D3,Low,"April 04, 2022","April 04, 2022",2022-04-04,2022-04-04,0,2022,4,2022-04,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"6th Street between Brush Street and Castro Street, Oakland, CA",,,,Deep Cleaning
E 12th Remainder Parcel: Adjacent to LML,D2,High,"April 04, 2022","April 04, 2022",2022-04-04,2022-04-04,0,2022,4,2022-04,pre_grants_pass,Closure,,False,False,False,False,,named_place,"E 12th Remainder Parcel, Oakland, CA",,,,Closure
12th Street Estuary/Rear of Dewey High School,D2,High,"April 04, 2022","April 04, 2022",2022-04-04,2022-04-04,0,2022,4,2022-04,pre_grants_pass,Closure,,False,False,False,False,,named_place,"12th Street Estuary, Oakland, CA",,,,Closure
E 10th St Bridge underpass near Channel Park,D3,High,"March 30, 2022","March 31, 2022",2022-03-30,2022-03-31,1,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"E 10th Street Bridge underpass near Channel Park, Oakland, CA",,,,Closure
12th Street Estuary/Rear of Dewey High School,D2,High,"March 30, 2022","March 31, 2022",2022-03-30,2022-03-31,1,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"12th Street Estuary, Oakland, CA",,,,Closure
E 12th Remainder Parcel: Adjacent to LML,D2,High,"March 30, 2022","March 31, 2022",2022-03-30,2022-03-31,1,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"E 12th Remainder Parcel, Oakland, CA",,,,Closure
Peralta Park,D2,High,"March 30, 2022","March 31, 2022",2022-03-30,2022-03-31,1,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Peralta Park, Oakland, CA",37.8175,-122.2779,known_place_lookup,Closure
Webster St between 37th St and W MacArthur Blvd,D3,High,"March 29, 2022","March 29, 2022",2022-03-29,2022-03-29,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Webster Street between 37th Street and West MacArthur Boulevard, Oakland, CA",,,,Closure
Mosswood Park,D3,High,"March 29, 2022","March 29, 2022",2022-03-29,2022-03-29,0,2022,3,2022-03,pre_grants_pass,Deep Cleaning,,False,False,False,False,dog park,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,Deep Cleaning at Mosswood Dog Park
Webster St between 36th St and 37th St,D3,High,"March 29, 2022","March 29, 2022",2022-03-29,2022-03-29,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Webster Street between 36th Street and 37th Street, Oakland, CA",,,,Closure
MLK between Ninth St and 10th St,D3,High,"March 28, 2022","March 28, 2022",2022-03-28,2022-03-28,0,2022,3,2022-03,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,east side; west side,intersection,"Martin Luther King Jr Boulevard between Ninth Street and 10th Street, Oakland, CA",,,,Closure (west side w/structure) and Deep Clean (east side w/Car)
Lake Merritt: Grand Avenue,D3,High,"March 24, 2022","March 24, 2022",2022-03-24,2022-03-24,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,Closure  at Lakeside Park (large structure and additional 7 tents)
Lake Merritt: 563 Pergola,D3,High,"March 24, 2022","March 24, 2022",2022-03-24,2022-03-24,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,Closure
Downtown Oakland Senior Center,D3,High,"March 23, 2022","March 23, 2022",2022-03-23,2022-03-23,0,2022,3,2022-03,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,Downtown Oakland Senior Center,,,,Deep Cleaning at Downtown Oakland Senior Center (Grand & Harrison St)
MLK between 35th St and 36th St,D3,Low,"March 23, 2022","March 23, 2022",2022-03-23,2022-03-23,0,2022,3,2022-03,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between 35th Street and 36th Street, Oakland, CA",,,,Deep Cleaning
East 8th Cul De Sac,D5,High,"March 22, 2022","March 22, 2022",2022-03-22,2022-03-22,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"East 8th Cul De Sac, Oakland, CA",,,,Closure
Alameda Avenue from Howard Street to Fruitvale Ave,D5,High,"March 21, 2022","March 21, 2022",2022-03-21,2022-03-21,0,2022,3,2022-03,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Alameda Avenue from Howard Street to Fruitvale Avenue, Oakland, CA",,,,Deep Cleaning
City Lot at Alameda - 3801 E 8th St,D5,High,"March 21, 2022","March 21, 2022",2022-03-21,2022-03-21,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"City Lot at Alameda - 3801 E 8th Street, Oakland, CA",,,,Closure
Alameda Avenue between High St and E 8th St,D5,High,"March 21, 2022","March 21, 2022",2022-03-21,2022-03-21,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Alameda Avenue between High Street and E 8th Street, Oakland, CA",,,,Closure
29th St. between MLK and Telegraph,D3,Low,"March 17, 2022","March 17, 2022",2022-03-17,2022-03-17,0,2022,3,2022-03,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,north side; south side,intersection,"29th Street. between Martin Luther King Jr Boulevard and Telegraph, Oakland, CA",,,,Deep Clean (South Side) Closure (North Side)
30th St. between MLK and Telegraph,D3,Low,"March 17, 2022","March 17, 2022",2022-03-17,2022-03-17,0,2022,3,2022-03,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,north side; south side,intersection,"30th Street. between Martin Luther King Jr Boulevard and Telegraph, Oakland, CA",,,,Deep Clean (South Side) Closure (North Side)
Embarcadero Bay Trail,D5,High,"March 15, 2022","March 16, 2022",2022-03-15,2022-03-16,1,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Embarcadero Bay Trail, Oakland, CA",,,,Closure
Snow Park,D3,High,"March 14, 2022","March 14, 2022",2022-03-14,2022-03-14,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Snow Park, Oakland, CA",,,,Closure
Independent Loop,D6,High,"March 10, 2022","March 10, 2022",2022-03-10,2022-03-10,0,2022,3,2022-03,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,northside; includes partial closure,named_place,"Independent Loop, Oakland, CA",,,,"Deep Cleaning, Partial Closure 30ft of the gate at the backside parallel to freeway and Closure at Northside."
Ruby St between 38th St ad W MacArthur Blvd,D1,High,"March 09, 2022","March 09, 2022",2022-03-09,2022-03-09,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Ruby Street between 38th Street ad West MacArthur Boulevard, Oakland, CA",,,,Closure
Dover street between 46th St. and 47th St.,D1,High,"March 08, 2022","March 08, 2022",2022-03-08,2022-03-08,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Dover street between 46th Street. and 47th Street, Oakland, CA",,,,Closure
Lake Merritt: Grand Avenue,D3,High,"March 07, 2022","March 07, 2022",2022-03-07,2022-03-07,0,2022,3,2022-03,pre_grants_pass,Closure,,False,True,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,Closure (UNABLE TO BE EXECUTED)
Vallejo & Stanford,D1,High,"March 03, 2022","March 03, 2022",2022-03-03,2022-03-03,0,2022,3,2022-03,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Vallejo & Stanford, Oakland, CA",,,,Deep Cleaning
330 Chestnut Street,D3,High,"March 03, 2022","March 03, 2022",2022-03-03,2022-03-03,0,2022,3,2022-03,pre_grants_pass,Deep Cleaning,,False,False,False,False,,address,"330 Chestnut Street, Oakland, CA",,,,Deep Cleaning
33rd street between Market and West,D3,High,"March 02, 2022","March 02, 2022",2022-03-02,2022-03-02,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,intersection,"33rd street between Market and West, Oakland, CA",,,,Closure (OPD/Abandon Auto Posting Only)
4761 Redding Street,D3,High,"March 02, 2022","March 02, 2022",2022-03-02,2022-03-02,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,address,"4761 Redding Street, Oakland, CA",,,,Closure (OPD/Abandon Auto Posting Only)
10451 MacArthur Blvd.,D7,High,"March 01, 2022","March 01, 2022",2022-03-01,2022-03-01,0,2022,3,2022-03,pre_grants_pass,Closure,,False,False,False,False,,address,"10451 MacArthur Boulevard, Oakland, CA",,,,Closure
International Blvd between 96th Ave and 97th Ave,D7,High,"February 28, 2022","February 28, 2022",2022-02-28,2022-02-28,0,2022,2,2022-02,pre_grants_pass,Closure,,False,False,False,False,,intersection,"International Boulevard between 96th Avenue and 97th Avenue, Oakland, CA",,,,Closure
84th Avenue & International,D7,High,"February 14, 2022","February 14, 2022",2022-02-14,2022-02-14,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,half block,named_place,"84th Avenue & International Boulevard, Oakland, CA",,,,Deep Cleaning at 84th Avenue & International (half block)
Lakeside Recycling: 77th & Hawley,D7,Low,"February 10, 2022","February 10, 2022",2022-02-10,2022-02-10,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Lakeside Recycling, Oakland, CA",,,,Deep Cleaning
47th Avenue between East 12th & International Blvd,D5,High,"February 09, 2022","February 09, 2022",2022-02-09,2022-02-09,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"47th Avenue between East 12th & International Boulevard, Oakland, CA",,,,Deep Cleaning
Leet Drive,D7,High,"February 08, 2022","February 08, 2022",2022-02-08,2022-02-08,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Leet Drive, Oakland, CA",,,,Deep Cleaning
34th St between Peralta St and Fitzgerald St,D3,High,"February 07, 2022","February 07, 2022",2022-02-07,2022-02-07,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"34th Street between Peralta Street and Fitzgerald Street, Oakland, CA",,,,Deep Cleaning
Fitzgerald Park,D3,High,"February 07, 2022","February 07, 2022",2022-02-07,2022-02-07,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Fitzgerald Park, Oakland, CA",,,,Deep Cleaning
3902 Manila Ave/Manila between 38th & 40th St,D1,High,"February 03, 2022","February 03, 2022",2022-02-03,2022-02-03,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,address,"3902 Manila Avenue, Oakland, CA",,,,Deep Cleaning
Webster St between 37th St and W MacArthur Blvd,D3,High,"February 03, 2022","February 03, 2022",2022-02-03,2022-02-03,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Webster Street between 37th Street and West MacArthur Boulevard, Oakland, CA",,,,Deep Cleaning
Webster St between 36th St and 37th St,D3,High,"February 03, 2022","February 03, 2022",2022-02-03,2022-02-03,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Webster Street between 36th Street and 37th Street, Oakland, CA",,,,Deep Cleaning
Mosswood Park,D3,High,"February 03, 2022","February 03, 2022",2022-02-03,2022-02-03,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,Deep Cleaning at Mosswood
Mosswood Park,D3,High,"February 03, 2022","February 03, 2022",2022-02-03,2022-02-03,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,dog park,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,Deep Cleaning at Dog Park
W Grand Ave between San Pablo Ave & MLK,D3,High,"February 02, 2022","February 02, 2022",2022-02-02,2022-02-02,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"West Grand Avenue between San Pablo Avenue & Martin Luther King Jr Boulevard, Oakland, CA",,,,Deep Cleaning
MLk between W Grand Ave & 23rd,D3,High,"February 02, 2022","February 02, 2022",2022-02-02,2022-02-02,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between West Grand Avenue & 23rd, Oakland, CA",,,,Deep Cleaning
MLK between 23rd & 24th,D3,High,"February 02, 2022","February 02, 2022",2022-02-02,2022-02-02,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between 23rd & 24th, Oakland, CA",,,,Deep Cleaning
Snow Park,D3,High,"February 01, 2022","February 01, 2022",2022-02-01,2022-02-01,0,2022,2,2022-02,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Snow Park, Oakland, CA",,,,Deep Cleaning
2nd & Brush,D3,Low,"January 31, 2022","January 31, 2022",2022-01-31,2022-01-31,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"2nd & Brush, Oakland, CA",,,,Deep Cleaning
29th St. between MLK and Telegraph,D3,Low,"January 27, 2022","January 27, 2022",2022-01-27,2022-01-27,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"29th Street. between Martin Luther King Jr Boulevard and Telegraph, Oakland, CA",,,,Deep Cleaning
30th St. between MLK and Telegraph,D3,Low,"January 27, 2022","January 27, 2022",2022-01-27,2022-01-27,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"30th Street. between Martin Luther King Jr Boulevard and Telegraph, Oakland, CA",,,,Deep Cleaning
34th & Elm,D3,High,"January 26, 2022","January 26, 2022",2022-01-26,2022-01-26,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"34th & Elm, Oakland, CA",,,,Deep Cleaning
East Dr between E 10th St and Lake Merritt Blvd,D3,High,"January 24, 2022","January 24, 2022",2022-01-24,2022-01-24,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"East Drive between E 10th Street and Lake Merritt Boulevard, Oakland, CA",37.7982,-122.2587,known_place_lookup,Deep Cleaning
Peralta Park,D2,High,"January 24, 2022","January 24, 2022",2022-01-24,2022-01-24,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Peralta Park, Oakland, CA",37.8175,-122.2779,known_place_lookup,Deep Cleaning
Mandela Parkway between 14th & 16th,D3,High,"January 19, 2022","January 20, 2022",2022-01-19,2022-01-20,1,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Mandela Parkway between 14th & 16th, Oakland, CA",,,,Deep Cleaning
E 12th Remainder Parcel: Adjacent to LML,D2,High,"January 18, 2022","January 18, 2022",2022-01-18,2022-01-18,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"E 12th Remainder Parcel, Oakland, CA",,,,Deep Cleaning
East 12th & 2nd Avenue,D2,High,"January 18, 2022","January 18, 2022",2022-01-18,2022-01-18,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"East 12th & 2nd Avenue, Oakland, CA",,,,Deep Cleaning
12th Street Estuary/Rear of Dewey High School,D2,High,"January 18, 2022","January 18, 2022",2022-01-18,2022-01-18,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"12th Street Estuary, Oakland, CA",,,,Deep Cleaning
42nd Avenue between E. 12th Street & International Blvd,D5,High,"January 13, 2022","January 13, 2022",2022-01-13,2022-01-13,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"42nd Avenue between East 12th Street & International Boulevard, Oakland, CA",,,,Deep Cleaning
San Leandro St between 85th Ave and 92nd Ave,D3,High,"January 12, 2022","January 12, 2022",2022-01-12,2022-01-12,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"San Leandro Street between 85th Avenue and 92nd Avenue, Oakland, CA",,,,Deep Cleaning
29th Avenue between E. 7th and Chapman,D5,High,"January 11, 2022","January 11, 2022",2022-01-11,2022-01-11,0,2022,1,2022-01,pre_grants_pass,Closure,,False,False,False,False,,intersection,"29th Avenue between East 7th and Chapman, Oakland, CA",,,,Closure
Mosswood Park,D3,High,"January 10, 2022","January 10, 2022",2022-01-10,2022-01-10,0,2022,1,2022-01,pre_grants_pass,Partial Closure,,False,False,False,False,dog park,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,Partial Closure at Dog Park
Mosswood Park,D3,High,"January 10, 2022","January 10, 2022",2022-01-10,2022-01-10,0,2022,1,2022-01,pre_grants_pass,Partial Closure,,False,False,False,False,,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,Partial Closure at 3505 Broadway
Mosswood Park,D3,High,"January 10, 2022","January 10, 2022",2022-01-10,2022-01-10,0,2022,1,2022-01,pre_grants_pass,Partial Closure,,False,False,False,False,,named_place,"Mosswood Park, Oakland, CA",37.8236,-122.2617,known_place_lookup,Partial Closure at Mosswood Park
Webster St between 37th St and W MacArthur Blvd,D3,High,"January 10, 2022","January 10, 2022",2022-01-10,2022-01-10,0,2022,1,2022-01,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Webster Street between 37th Street and West MacArthur Boulevard, Oakland, CA",,,,Closure
Webster St between 36th St and 37th St,D3,High,"January 10, 2022","January 10, 2022",2022-01-10,2022-01-10,0,2022,1,2022-01,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Webster Street between 36th Street and 37th Street, Oakland, CA",,,,Closure
692 Baldwin,D7,High,"January 05, 2022","January 06, 2022",2022-01-05,2022-01-06,1,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,address,"692 Baldwin, Oakland, CA",,,,Deep Cleaning
6th Street between Harrison St and Alice St,D2,High,"January 04, 2022","January 04, 2022",2022-01-04,2022-01-04,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"6th Street between Harrison Street and Alice Street, Oakland, CA",,,,"Deep Cleaning, Enforcement of Fire lane at 6th Street between Harrison Street and Jackson Street"
6th St between Alice St and Jackson St,D2,High,"January 04, 2022","January 04, 2022",2022-01-04,2022-01-04,0,2022,1,2022-01,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"6th Street between Alice Street and Jackson Street, Oakland, CA",,,,"Deep Cleaning, Enforcement of Fire lane at 6th Street between Harrison Street and Jackson Street"
MLK between 35th St and 36th St,D3,Low,"January 03, 2022","January 03, 2022",2022-01-03,2022-01-03,0,2022,1,2022-01,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,east side; west side,intersection,"Martin Luther King Jr Boulevard between 35th Street and 36th Street, Oakland, CA",,,,Deep Cleaning (West Side) & Closure (East Side)
Median at Mandela Parkway and 28th Street,D3,High,"December 29, 2021","December 29, 2021",2021-12-29,2021-12-29,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Median at Mandela Parkway and 28th Street, Oakland, CA",,,,Closure
Webster St between 36th St and 37th St,D3,High,"December 29, 2021","December 29, 2021",2021-12-29,2021-12-29,0,2021,12,2021-12,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Webster Street between 36th Street and 37th Street, Oakland, CA",,,,Deep Cleaning
45th Ave between International and E12 Street,D5,High,"December 28, 2021","December 28, 2021",2021-12-28,2021-12-28,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,intersection,"45th Avenue between International Boulevard and E12 Street, Oakland, CA",,,,Closure
Bond St between High St and 42nd Avenue,D5,High,"December 28, 2021","December 28, 2021",2021-12-28,2021-12-28,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Bond Street between High Street and 42nd Avenue, Oakland, CA",,,,Closure
Lake Merritt: Dock at 150 Lakeside Dr/ Lakeside/19th/Madison,D3,High,"December 27, 2021","December 27, 2021",2021-12-27,2021-12-27,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,Closure
5920 San Pablo / 59th�Street & San Pablo Ave�,D1,High,"December 27, 2021","December 27, 2021",2021-12-27,2021-12-27,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,address,"5920 San Pablo, Oakland, CA",,,,Closure
Frog Park the pathway between Clifton and Cavour,D1,High,"December 22, 2021","December 22, 2021",2021-12-22,2021-12-22,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Frog Park the pathway between Clifton and Cavour, Oakland, CA",,,,Closure
45th Ave between International and E12 Street,D5,High,"December 21, 2021","December 21, 2021",2021-12-21,2021-12-21,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,intersection,"45th Avenue between International Boulevard and E12 Street, Oakland, CA",,,,Closure on Tents/ Structures
Bigge Street between 98th Ave & Adams Ave,D7,High,"December 20, 2021","December 20, 2021",2021-12-20,2021-12-20,0,2021,12,2021-12,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Bigge Street between 98th Avenue & Adams Avenue, Oakland, CA",,,,Deep Cleaning
E Street & 100th Avenue,D7,High,"December 20, 2021","December 20, 2021",2021-12-20,2021-12-20,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,named_place,"East Street & 100th Avenue, Oakland, CA",,,,Closure
956 West Grand,D3,High,"December 15, 2021","December 15, 2021",2021-12-15,2021-12-15,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,address,"956 West Grand, Oakland, CA",,,,Closure (OPD/Abandon Auto Posting Only)
Lafayette Square Park,D3,High,"December 15, 2021","December 16, 2021",2021-12-15,2021-12-16,1,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lafayette Square Park, Oakland, CA",37.8077,-122.2693,known_place_lookup,Closure
International Blvd between 6th Ave and 7th Ave,D2,High,"December 13, 2021","December 14, 2021",2021-12-13,2021-12-14,1,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,True,,intersection,"International Boulevard between 6th Avenue and 7th Avenue, Oakland, CA",,,,Closure with AA
E 12th St between 6th Ave and 7th Ave,D2,High,"December 13, 2021","December 14, 2021",2021-12-13,2021-12-14,1,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,True,,intersection,"E 12th Street between 6th Avenue and 7th Avenue, Oakland, CA",,,,Closure with AA
6th Ave between International Blvd and E 12th St,D2,High,"December 13, 2021","December 14, 2021",2021-12-13,2021-12-14,1,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,True,,intersection,"6th Avenue between International Boulevard and E 12th Street, Oakland, CA",,,,Closure with AA
7th Ave between E 12th St and International Blvd,D2,High,"December 13, 2021","December 14, 2021",2021-12-13,2021-12-14,1,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,True,,intersection,"7th Avenue between E 12th Street and International Boulevard, Oakland, CA",,,,Closure with AA
Clinton Park,D2,High,"December 13, 2021","December 14, 2021",2021-12-13,2021-12-14,1,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,True,,named_place,"Clinton Park, Oakland, CA",37.8082,-122.2544,known_place_lookup,Closure with AA
East Dr between E 10th St and Lake Merritt Blvd,D3,High,"December 08, 2021","December 09, 2021",2021-12-08,2021-12-09,1,2021,12,2021-12,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"East Drive between E 10th Street and Lake Merritt Boulevard, Oakland, CA",37.7982,-122.2587,known_place_lookup,Deep Cleaning
Lake Merritt Blvd Underpass Near Peralta Park,D2,High,"December 08, 2021","December 09, 2021",2021-12-08,2021-12-09,1,2021,12,2021-12,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Lake Merritt Boulevard Underpass Near Peralta Park, Oakland, CA",37.7982,-122.2587,known_place_lookup,Deep Cleaning
Peralta Park,D2,High,"December 08, 2021","December 09, 2021",2021-12-08,2021-12-09,1,2021,12,2021-12,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Peralta Park, Oakland, CA",37.8175,-122.2779,known_place_lookup,Deep Cleaning
E 10th St Bridge underpass near Channel Park,D3,High,"December 08, 2021","December 09, 2021",2021-12-08,2021-12-09,1,2021,12,2021-12,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"E 10th Street Bridge underpass near Channel Park, Oakland, CA",,,,Deep Cleaning
45th Avenue between Bancroft Avenue and Bond Street,D5,High,"December 07, 2021","December 07, 2021",2021-12-07,2021-12-07,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,intersection,"45th Avenue between Bancroft Avenue and Bond Street, Oakland, CA",,,,Closure
Pine Knoll Park,D2,High,"December 06, 2021","December 06, 2021",2021-12-06,2021-12-06,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Pine Knoll Park, Oakland, CA",,,,Closure
East 12th & 2nd Avenue,D2,High,"December 01, 2021","December 02, 2021",2021-12-01,2021-12-02,1,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,named_place,"East 12th & 2nd Avenue, Oakland, CA",,,,Closure
E 12th Remainder Parcel: Adjacent to LML,D2,High,"December 01, 2021","December 02, 2021",2021-12-01,2021-12-02,1,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,named_place,"E 12th Remainder Parcel, Oakland, CA",,,,Closure
12th Street Estuary/Rear of Dewey High School,D2,High,"December 01, 2021","December 02, 2021",2021-12-01,2021-12-02,1,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,named_place,"12th Street Estuary, Oakland, CA",,,,Closure
2540 West Street,D3,High,"December 01, 2021","December 01, 2021",2021-12-01,2021-12-01,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,address,"2540 West Street, Oakland, CA",,,,Closure (OPD/Abandon Auto Posting Only)
West between 35th and 36th St,D3,Low,"December 01, 2021","December 01, 2021",2021-12-01,2021-12-01,0,2021,12,2021-12,pre_grants_pass,Closure,,False,False,False,False,,intersection,"West between 35th and 36th Street, Oakland, CA",,,,Closure (OPD/Abandon Auto Posting Only)
