location_raw,location_type,location_for_geocoding,latitude,longitude,geocode_source,geocode_notes
22nd St between Brush St & West St,intersection,"22nd Street between Brush Street & West Street, Oakland, CA",37.81258475,-122.27567135000001,overpass_midpoint,
3rd St between Washington St & Broadway,intersection,"3rd Street between Washington Street & Broadway, Oakland, CA",37.796993825,-122.276554,overpass_midpoint,
Brush St between 22nd St and W Grand Ave,intersection,"Brush Street between 22nd Street and West Grand Avenue, Oakland, CA",37.812655475,-122.27489804999999,overpass_midpoint,
San Pablo Ave between 62nd St and 63rd St,intersection,"San Pablo Avenue between 62nd Street and 63rd Street, Oakland, CA",37.8447467,-122.28430044999999,overpass_endpoint_cross1,
San Pablo Ave between 61st St and 62nd St,intersection,"San Pablo Avenue between 61st Street and 62nd Street, Oakland, CA",37.844374800000004,-122.284180325,overpass_midpoint,
46th St between Dover and Shuttuck Ave,intersection,"46th Street between Dover and Shuttuck Avenue, Oakland, CA",37.8339859,-122.2651174,overpass_endpoint_cross1,
14th St between Union St & Magnolia St,intersection,"14th Street between Union Street & Magnolia Street, Oakland, CA",37.809922175,-122.287805925,overpass_midpoint,
47th St between Dover and Shuttuck Ave,intersection,"47th Street between Dover and Shuttuck Avenue, Oakland, CA",37.8345952,-122.2649641,overpass_endpoint_cross1,
14th St between Poplar St and Union St,intersection,"14th Street between Poplar Street and Union Street, Oakland, CA",37.810151875,-122.2888123,overpass_midpoint,
E 12th St between 22nd Ave and 23rd Ave,intersection,"E 12th Street between 22nd Avenue and 23rd Avenue, Oakland, CA",37.78331034166666,-122.23806228333333,overpass_midpoint,
8th Ave between E 11th St & E 12th St,intersection,"8th Avenue between E 11th Street & E 12th Street, Oakland, CA",37.79253545,-122.2527914,overpass_midpoint,
8th Ave between E 10th St & E 11th St,intersection,"8th Avenue between E 10th Street & E 11th Street, Oakland, CA",37.791867749999994,-122.2537194,overpass_midpoint,
8th Ave between E 8th St & E 10th St,intersection,"8th Avenue between E 8th Street & E 10th Street, Oakland, CA",37.791272275,-122.25451405,overpass_midpoint,
E 11th St between 10th Ave and 11th Ave,intersection,"E 11th Street between 10th Avenue and 11th Avenue, Oakland, CA",37.7903647,-122.2511869,overpass_midpoint,
E 11th St between 9th Ave and 10th Ave,intersection,"E 11th Street between 9th Avenue and 10th Avenue, Oakland, CA",37.7910986,-122.25203005,overpass_midpoint,
Brush St between 21st St and 22nd St,intersection,"Brush Street between 21st Street and 22nd Street, Oakland, CA",37.81203995,-122.27529625,overpass_midpoint,
E 11th St between 8th Ave and 9th Ave,intersection,"E 11th Street between 8th Avenue and 9th Avenue, Oakland, CA",37.791827850000004,-122.2528552,overpass_midpoint,
E 10th St between 8th Ave and 9th Ave,intersection,"E 10th Street between 8th Avenue and 9th Avenue, Oakland, CA",37.7911898,-122.25376885,overpass_midpoint,
E 10th St between 9th Ave and E 8th St,intersection,"E 10th Street between 9th Avenue and E 8th Street, Oakland, CA",37.790662499999996,-122.2530989,overpass_midpoint,
14th St between Mandela Pkwy and Poplar St,intersection,"14th Street between Mandela Parkway and Poplar Street, Oakland, CA",37.81026305,-122.2892971,overpass_endpoint_cross2,
14th St between Magnolia St & Adeline St,intersection,"14th Street between Magnolia Street & Adeline Street, Oakland, CA",37.809674775,-122.28671962499999,overpass_midpoint,
14th St between Mandela Pkwy and Kirkham Ct,intersection,"14th Street between Mandela Parkway and Kirkham Court, Oakland, CA",37.81081145,-122.2915419,overpass_endpoint_cross1,
Mead Avenue between Market Street and San Pablo Avenue,intersection,"Mead Avenue between Market Street and San Pablo Avenue, Oakland, CA",37.8162004,-122.276667325,overpass_midpoint,
San Pablo St between 27th St and Mead Ave,intersection,"San Pablo Street between 27th Street and Mead Avenue, Oakland, CA",37.81712258,-122.27540006500001,overpass_midpoint,
Webster St between 36th St and 37th St,intersection,"Webster Street between 36th Street and 37th Street, Oakland, CA",37.824551,-122.2618262,overpass_endpoint_cross2,
85th Ave between International Blvd & A St,intersection,"85th Avenue between International Boulevard & A Street, Oakland, CA",37.75295755,-122.1780832,overpass_midpoint,
Webster St between 36th St and 34th St,intersection,"Webster Street between 36th Street and 34th Street, Oakland, CA",37.822923,-122.26198385000001,overpass_midpoint,
86th Ave between International Blvd & A St,intersection,"86th Avenue between International Boulevard & A Street, Oakland, CA",37.752220425000004,-122.17755142499999,overpass_midpoint,
36th St between Telegraph St and Webster St,intersection,"36th Street between Telegraph Street and Webster Street, Oakland, CA",37.8237728,-122.2620319,overpass_endpoint_cross2,
E 12th St between 29th Ave & 30th Ave,intersection,"E 12th Street between 29th Avenue & 30th Avenue, Oakland, CA",37.7778618,-122.22969355,overpass_midpoint,
International Blvd between 83rd Ave and 84th Ave,intersection,"International Boulevard between 83rd Avenue and 84th Avenue, Oakland, CA",37.754617875,-122.178139125,overpass_midpoint,
International Blvd between 82nd ave and 83rd ave,intersection,"International Boulevard between 82nd ave and 83rd ave, Oakland, CA",37.755258966666666,-122.178933175,overpass_midpoint,
Mandela Pkwy between 15th St and 16th St,intersection,"Mandela Parkway between 15th Street and 16th Street, Oakland, CA",37.8119322,-122.291205625,overpass_midpoint,
A St between 85th Ave and 86th Ave,intersection,"A Street between 85th Avenue and 86th Avenue, Oakland, CA",37.7517225,-122.1783894,overpass_endpoint_cross2,
International Blvd between 85th Ave and 86th Ave,intersection,"International Boulevard between 85th Avenue and 86th Avenue, Oakland, CA",37.753077625,-122.17696352499999,overpass_midpoint,
MLK between W MacArthur Blvd and 37th St,intersection,"Martin Luther King Jr Boulevard between West MacArthur Boulevard and 37th Street, Oakland, CA",37.8267436,-122.269207775,overpass_midpoint,
37th St between MLK and West St,intersection,"37th Street between Martin Luther King Jr Boulevard and West Street, Oakland, CA",37.8263008,-122.2693189,overpass_endpoint_cross1,
Mandela Pkwy between 14th St and 15th St,intersection,"Mandela Parkway between 14th Street and 15th Street, Oakland, CA",37.811198575000006,-122.2914911,overpass_midpoint,
Cul de sac at 37th St and MLK,intersection,"Cul de sac at 37th Street and Martin Luther King Jr Boulevard, Oakland, CA",37.8263008,-122.2693189,overpass_direct,
Mandela Pkwy between 13th and 14th,intersection,"Mandela Parkway between 13th and 14th, Oakland, CA",37.810359125000005,-122.29178160000001,overpass_midpoint,
Market Street between 27th Street and Mead Avenue,intersection,"Market Street between 27th Street and Mead Avenue, Oakland, CA",37.81675335,-122.2778504,overpass_midpoint,
Mandela Pkwy between 12th St and 13th St,intersection,"Mandela Parkway between 12th Street and 13th Street, Oakland, CA",37.809516200000004,-122.292072975,overpass_midpoint,
27th St between Market St and San Pablo ave,intersection,"27th Street between Market Street and San Pablo ave, Oakland, CA",37.81767553,-122.27658314000001,overpass_midpoint,
9th Ave between E 10th St & E 11th St,intersection,"9th Avenue between E 10th Street & E 11th Street, Oakland, CA",37.7911499,-122.25290465,overpass_midpoint,
15th Ave between E 12th St and Solano Way,intersection,"15th Avenue between E 12th Street and Solano Way, Oakland, CA",37.788351399999996,-122.2458386,overpass_midpoint,
11th Ave between E 11th St and E 12th St,intersection,"11th Avenue between E 11th Street and E 12th Street, Oakland, CA",37.790336249999996,-122.25029285,overpass_midpoint,
11th Ave between E 8th St and E 11th St,intersection,"11th Avenue between E 8th Street and E 11th Street, Oakland, CA",37.78973825,-122.2509385,overpass_endpoint_cross1,
10th Ave between E 11th St and E 12th St,intersection,"10th Avenue between E 11th Street and E 12th Street, Oakland, CA",37.7910697,-122.25113884999999,overpass_midpoint,
10th Ave between E 8th St and E 11th St,intersection,"10th Avenue between E 8th Street and E 11th Street, Oakland, CA",37.790473675,-122.2519169,overpass_midpoint,
9th Ave between E 11th St & E 12th St,intersection,"9th Avenue between E 11th Street & E 12th Street, Oakland, CA",37.79180585,-122.2519688,overpass_midpoint,
6th St between Franklin St and Webster St,intersection,"6th Street between Franklin Street and Webster Street, Oakland, CA",37.798111925,-122.272815175,overpass_midpoint,
Mandela Pkwy between 18th St and 20th St,intersection,"Mandela Parkway between 18th Street and 20th Street, Oakland, CA",37.814488275,-122.29015932499999,overpass_midpoint,
Mandela Pkwy between 17th St and 18th St,intersection,"Mandela Parkway between 17th Street and 18th Street, Oakland, CA",37.813401775,-122.29064455,overpass_midpoint,
Mandela Pkwy between 16th St and 17th St,intersection,"Mandela Parkway between 16th Street and 17th Street, Oakland, CA",37.812666,-122.290919125,overpass_midpoint,
9th Ave between E 8th St & E 10th St,intersection,"9th Avenue between E 8th Street & E 10th Street, Oakland, CA",37.790685075,-122.25336812500001,overpass_midpoint,
29th St. between MLK and Telegraph,intersection,"29th Street. between Martin Luther King Jr Boulevard and Telegraph, Oakland, CA",37.81894005,-122.27117165,overpass_endpoint_cross1,
E 11th St between 11th Ave and E 8th St,intersection,"E 11th Street between 11th Avenue and E 8th Street, Oakland, CA",37.7899972,-122.2507585,overpass_endpoint_cross1,
12th Ave between E 8th St and E 12th St,intersection,"12th Avenue between E 8th Street and E 12th Street, Oakland, CA",37.7896132,-122.24943845,overpass_midpoint,
E 12th St between 25th Ave & 26th Ave,intersection,"E 12th Street between 25th Avenue & 26th Avenue, Oakland, CA",37.780449250000004,-122.2335259,overpass_endpoint_cross2,
E 12th St between 26th Ave & 29th Ave,intersection,"E 12th Street between 26th Avenue & 29th Avenue, Oakland, CA",37.779294575,-122.2318826,overpass_midpoint,
21st Ave between E 12th St and International Blvd,intersection,"21st Avenue between E 12th Street and International Boulevard, Oakland, CA",37.784776275,-122.23936040000001,overpass_midpoint,
E 12th St between Derby Ave & Fruitvale Ave,intersection,"E 12th Street between Derby Avenue & Fruitvale Avenue, Oakland, CA",37.776722525,-122.22741322499999,overpass_midpoint,
Mandela Pkwy between 20th St and W Grand Ave,intersection,"Mandela Parkway between 20th Street and West Grand Avenue, Oakland, CA",37.8160288375,-122.289656,overpass_midpoint,
15th Ave between Solano Way and International Blvd,intersection,"15th Avenue between Solano Way and International Boulevard, Oakland, CA",37.788767,-122.24545140000001,overpass_midpoint,
12th Ave between E. 8th St and E. 12th St,intersection,"12th Avenue between East 8th Street and East 12th Street, Oakland, CA",37.7896132,-122.24943845,overpass_midpoint,
E 8th St between 8th Ave and 9th Ave,intersection,"E 8th Street between 8th Avenue and 9th Avenue, Oakland, CA",37.79076755,-122.25411332499999,overpass_midpoint,
16th Ave between Solano Way and International Blvd,intersection,"16th Avenue between Solano Way and International Boulevard, Oakland, CA",37.7881456,-122.24440045,overpass_midpoint,
16th Ave between E 12th St and Solano Way,intersection,"16th Avenue between E 12th Street and Solano Way, Oakland, CA",37.7875046,-122.2449844,overpass_endpoint_cross1,
18th Ave between Solano Way and International Blvd,intersection,"18th Avenue between Solano Way and International Boulevard, Oakland, CA",37.786879799999994,-122.2422978,overpass_midpoint,
18th Ave between E 12th St and Solano Way,intersection,"18th Avenue between E 12th Street and Solano Way, Oakland, CA",37.78646895,-122.24268380000001,overpass_midpoint,
Solano Way between 19th Ave and 20th Ave,intersection,"Solano Way between 19th Avenue and 20th Avenue, Oakland, CA",37.78572525,-122.24091385,overpass_midpoint,
Solano Way between 18th Ave and 19th Ave,intersection,"Solano Way between 18th Avenue and 19th Avenue, Oakland, CA",37.786042,-122.241438,overpass_endpoint_cross2,
Solano Way between 17th Ave and 18th Ave,intersection,"Solano Way between 17th Avenue and 18th Avenue, Oakland, CA",37.7869838,-122.24301575000001,overpass_midpoint,
Solano Way between 16th Ave and 17th Ave,intersection,"Solano Way between 16th Avenue and 17th Avenue, Oakland, CA",37.7876158,-122.244068,overpass_midpoint,
W Grand between Adeline St & Union St,intersection,"West Grand between Adeline Street & Union Street, Oakland, CA",37.81580875,-122.285060625,overpass_midpoint,
Solano Way between 15th Ave and 16th Ave,intersection,"Solano Way between 15th Avenue and 16th Avenue, Oakland, CA",37.7879338,-122.2445983,overpass_endpoint_cross2,
W Grand between Union St & Poplar St,intersection,"West Grand between Union Street & Poplar Street, Oakland, CA",37.8161652,-122.286625875,overpass_midpoint,
Solano Way between 14th Ave and 15th Ave,intersection,"Solano Way between 14th Avenue and 15th Avenue, Oakland, CA",37.7887667,-122.24601575,overpass_midpoint,
E 8th St between 12th Ave and E 12th St,intersection,"E 8th Street between 12th Avenue and E 12th Street, Oakland, CA",37.788772050000006,-122.248562675,overpass_midpoint,
W Grand Ave between Kirkham St & Poplar St,intersection,"West Grand Avenue between Kirkham Street & Poplar Street, Oakland, CA",37.816385075,-122.2875943,overpass_midpoint,
E 8th St between 11th Ave and 12th Ave,intersection,"E 8th Street between 11th Avenue and 12th Avenue, Oakland, CA",37.789510925,-122.25040505000001,overpass_midpoint,
E 8th St between 10th Ave and 11th Ave,intersection,"E 8th Street between 10th Avenue and 11th Avenue, Oakland, CA",37.7899767,-122.2515785,overpass_midpoint,
E 8th St between 9th Ave and 10th Ave,intersection,"E 8th Street between 9th Avenue and 10th Avenue, Oakland, CA",37.79037525,-122.252795125,overpass_midpoint,
W Grand Ave between Mandela Pkwy & Kirkham St,intersection,"West Grand Avenue between Mandela Parkway & Kirkham Street, Oakland, CA",37.8166622125,-122.2887439,overpass_midpoint,
Webster St between 37th St and W MacArthur Blvd,intersection,"Webster Street between 37th Street and West MacArthur Boulevard, Oakland, CA",37.824901499999996,-122.261729175,overpass_midpoint,
International Blvd between 84th Ave and 85th Ave,intersection,"International Boulevard between 84th Avenue and 85th Avenue, Oakland, CA",37.753841975,-122.17752405,overpass_midpoint,
W Grand Ave between Brush St & San Pablo Ave,intersection,"West Grand Avenue between Brush Street & San Pablo Avenue, Oakland, CA",37.81295235,-122.27470299999999,overpass_endpoint_cross1,
Castro St between 16th St & 17th St,intersection,"Castro Street between 16th Street & 17th Street, Oakland, CA",37.79734825,-122.31588145,overpass_midpoint,
5th St between Clay St and Washingston St,intersection,"5th Street between Clay Street and Washingston Street, Oakland, CA",37.7990855,-122.2774753,overpass_endpoint_cross1,
Castro St between 15th St & 16th St,intersection,"Castro Street between 15th Street & 16th Street, Oakland, CA",37.786306725,-122.355970525,overpass_midpoint,
16th St between Castro St and MLK,intersection,"16th Street between Castro Street and Martin Luther King Jr Boulevard, Oakland, CA",37.7860701,-122.3558295,overpass_endpoint_cross1,
Northgate between Sycamore St & 27th St,intersection,"Northgate between Sycamore Street & 27th Street, Oakland, CA",37.8160744625,-122.2703308375,overpass_midpoint,
San Leandro St between 54th Ave & Seminary Ave,intersection,"San Leandro Street between 54th Avenue & Seminary Avenue, Oakland, CA",37.7625948,-122.20758040000001,overpass_midpoint,
Castro St between 11th St & 12th St,intersection,"Castro Street between 11th Street & 12th Street, Oakland, CA",37.804942600000004,-122.27823294999999,overpass_midpoint,
50th Ave between E 12th St & San Leandro St,intersection,"50th Avenue between E 12th Street & San Leandro Street, Oakland, CA",37.76701475,-122.21138225,overpass_midpoint,
49th Ave between International Blvd and San Leandro St,intersection,"49th Avenue between International Boulevard and San Leandro Street, Oakland, CA",37.768397050000004,-122.21114215,overpass_midpoint,
Bernhardt Dr between Saint Elmo Dr and Foster Ave,intersection,"Bernhardt Drive between Saint Elmo Drive and Foster Avenue, Oakland, CA",37.7321468,-122.1867657,overpass_endpoint_cross1,
50th Ave between International Blvd & E 12th St,intersection,"50th Avenue between International Boulevard & E 12th Street, Oakland, CA",37.768547175,-122.209705625,overpass_midpoint,
48th Street between International Boulevard and San Leandro Street,intersection,"48th Street between International Boulevard and San Leandro Street, Oakland, CA",,,nominatim_no_result,nominatim_no_result
E. 12th St between 49th Ave and 50th Ave,intersection,"East 12th Street between 49th Avenue and 50th Avenue, Oakland, CA",37.7679513,-122.21100985,overpass_midpoint,
Brush St between 23rd St & W Grand Ave,intersection,"Brush Street between 23rd Street & West Grand Avenue, Oakland, CA",37.8133487,-122.2744523,overpass_endpoint_cross1,
E. 12th St between 48th Ave and 49th Ave,intersection,"East 12th Street between 48th Avenue and 49th Avenue, Oakland, CA",37.7685084,-122.2116769,overpass_midpoint,
Bernhardt Dr between Islenton Ave and Kerwin Ave,intersection,"Bernhardt Drive between Islenton Avenue and Kerwin Avenue, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Bernhardt Dr between Hunter Ave and Isleton Ave,intersection,"Bernhardt Drive between Hunter Avenue and Isleton Avenue, Oakland, CA",37.729539200000005,-122.1858313,overpass_midpoint,
Hawley St between 72nd Ave and 73rd Ave,intersection,"Hawley Street between 72nd Avenue and 73rd Avenue, Oakland, CA",37.7548631,-122.194608,overpass_midpoint,
73rd Ave between Hawley St and Spencer St,intersection,"73rd Avenue between Hawley Street and Spencer Street, Oakland, CA",37.755176000000006,-122.1934493,overpass_midpoint,
Hawley St between 71st Ave and 72nd Ave,intersection,"Hawley Street between 71st Avenue and 72nd Avenue, Oakland, CA",37.75538365,-122.19514455000001,overpass_midpoint,
Miller Ave between International Blvd & E 15th St,intersection,"Miller Avenue between International Boulevard & E 15th Street, Oakland, CA",37.783189050000004,-122.234490925,overpass_midpoint,
E 15th St between 23rd Ave & Miller Ave,intersection,"E 15th Street between 23rd Avenue & Miller Avenue, Oakland, CA",37.78392755,-122.23462855,overpass_midpoint,
42nd between MLK & Telegraph,intersection,"42nd between Martin Luther King Jr Boulevard & Telegraph, Oakland, CA",37.8311774,-122.2660137,overpass_midpoint,
21st St between Chestnut St & Adeline St,intersection,"21st Street between Chestnut Street & Adeline Street, Oakland, CA",37.8144197,-122.2843925,overpass_endpoint_cross2,
35th St between Adeline St and Chestnut St,intersection,"35th Street between Adeline Street and Chestnut Street, Oakland, CA",37.8266554,-122.27938195,overpass_midpoint,
Adeline St between 19th St & 21st St,intersection,"Adeline Street between 19th Street & 21st Street, Oakland, CA",37.81386315,-122.2845936,overpass_midpoint,
35th St between Chestnut St and San Pablo Ave,intersection,"35th Street between Chestnut Street and San Pablo Avenue, Oakland, CA",37.826451875000004,-122.278608025,overpass_midpoint,
34th St between Adeline St and Chestnut St,intersection,"34th Street between Adeline Street and Chestnut Street, Oakland, CA",37.82538265,-122.2798361,overpass_midpoint,
5th St between Washingston St & Broadway,intersection,"5th Street between Washingston Street & Broadway, Oakland, CA",37.798140149999995,-122.275071,overpass_endpoint_cross2,
E. 12th St between 47th Ave and 48th Ave,intersection,"East 12th Street between 47th Avenue and 48th Avenue, Oakland, CA",37.76905155,-122.21233595000001,overpass_midpoint,
34th St between Chestnut St and San Pablo Ave,intersection,"34th Street between Chestnut Street and San Pablo Avenue, Oakland, CA",37.825211075,-122.278641925,overpass_midpoint,
Magnolia St between 35th St and 36th St,intersection,"Magnolia Street between 35th Street and 36th Street, Oakland, CA",37.827248350000005,-122.28092085,overpass_midpoint,
Peralta St between Harlan St and 35th St,intersection,"Peralta Street between Harlan Street and 35th Street, Oakland, CA",37.826737949999995,-122.28168385000001,overpass_midpoint,
Peralta St between 35th St and 36th St,intersection,"Peralta Street between 35th Street and 36th Street, Oakland, CA",37.8273188,-122.28122045,overpass_midpoint,
Miller Ave between E 15th St & E 16th St,intersection,"Miller Avenue between E 15th Street & E 16th Street, Oakland, CA",37.78402545,-122.2337311,overpass_midpoint,
E 15th St between 23rd Ave and Miller Ave,intersection,"E 15th Street between 23rd Avenue and Miller Avenue, Oakland, CA",37.78392755,-122.23462855,overpass_midpoint,
E 15th St between Miller Ave and 24th Ave,intersection,"E 15th Street between Miller Avenue and 24th Avenue, Oakland, CA",37.78348205,-122.23388475,overpass_midpoint,
23rd Ave between E 15th St and  E 16th St,intersection,"23rd Avenue between E 15th Street and E 16th Street, Oakland, CA",37.78462655,-122.23474680000001,overpass_midpoint,
23rd Ave between International Blvd & E 15th St,intersection,"23rd Avenue between International Boulevard & E 15th Street, Oakland, CA",37.783830300000005,-122.2355567,overpass_midpoint,
Chestnut St between 35th St and 34th St,intersection,"Chestnut Street between 35th Street and 34th Street, Oakland, CA",37.825892550000006,-122.2790684,overpass_midpoint,
E. 12th St between 46th Ave and 47th Ave,intersection,"East 12th Street between 46th Avenue and 47th Avenue, Oakland, CA",37.7696404,-122.21303375,overpass_midpoint,
E 12th St between 30th Ave & Derby Ave,intersection,"E 12th Street between 30th Avenue & Derby Avenue, Oakland, CA",37.7771289,-122.22830795,overpass_endpoint_cross2,
E. 12th St between 45th Ave and 46th Ave,intersection,"East 12th Street between 45th Avenue and 46th Avenue, Oakland, CA",37.77024085,-122.21375445000001,overpass_midpoint,
W MacArthur Blvd between Latimer Pl and Ruby St,intersection,"West MacArthur Boulevard between Latimer Place and Ruby Street, Oakland, CA",37.8255693,-122.2630356,overpass_midpoint,
Bernhardt Dr between Ghormley Ave and Hunter Ave,intersection,"Bernhardt Drive between Ghormley Avenue and Hunter Avenue, Oakland, CA",37.729999250000006,-122.18624565,overpass_midpoint,
High St between E 12th St & E 12th St Pl,intersection,"High Street between E 12th Street & E 12th Street Place, Oakland, CA",37.771617500000005,-122.21584250000001,overpass_midpoint,
46th Ave and E. 12th (cul-de-sac),intersection,"46th Avenue and East 12th, Oakland, CA",37.7699467,-122.2133939,overpass_direct,
46th Ave between International and E12 Street,intersection,"46th Avenue between International Boulevard and E12 Street, Oakland, CA",37.77086376666667,-122.21168140000002,overpass_endpoint_cross1,
44th Ave between E 12th St & San Leandro ST,intersection,"44th Avenue between E 12th Street & San Leandro ST, Oakland, CA",37.77058125,-122.2156022,overpass_midpoint,
44th Ave between E 12th St & International Blvd,intersection,"44th Avenue between E 12th Street & International Boulevard, Oakland, CA",37.77152855,-122.21440544999999,overpass_midpoint,
42nd Ave between International and E 12th St,intersection,"42nd Avenue between International Boulevard and E 12th Street, Oakland, CA",37.7724636625,-122.216692975,overpass_midpoint,
W MacArthur Blvd between Ruby St and Webster St,intersection,"West MacArthur Boulevard between Ruby Street and Webster Street, Oakland, CA",37.825347449999995,-122.26205734999999,overpass_midpoint,
41st Ave and San Leandro St,intersection,"41st Avenue and San Leandro Street, Oakland, CA",37.7714037,-122.2187867,overpass_direct,
47th St between International Blvd and San Leandro St,intersection,"47th Street between International Boulevard and San Leandro Street, Oakland, CA",,,nominatim_no_result,nominatim_no_result
20th St between West St and Brush St,intersection,"20th Street between West Street and Brush Street, Oakland, CA",37.8113043,-122.2764832,overpass_midpoint,
19th St between West St and Brush St,intersection,"19th Street between West Street and Brush Street, Oakland, CA",37.81066965,-122.27688524999999,overpass_midpoint,
21st St between West St and Brush St,intersection,"21st Street between West Street and Brush Street, Oakland, CA",37.81194655,-122.27607739999999,overpass_midpoint,
W MacArthur Blvd between Telegraph Ave and Latimer Pl,intersection,"West MacArthur Boulevard between Telegraph Avenue and Latimer Place, Oakland, CA",37.826049725,-122.26439795,overpass_midpoint,
22nd St between West St and Brush St,intersection,"22nd Street between West Street and Brush Street, Oakland, CA",37.81258475,-122.27567135000001,overpass_midpoint,
Webster St between W MacArthur Blvd and 38th St,intersection,"Webster Street between West MacArthur Boulevard and 38th Street, Oakland, CA",37.82595155,-122.261497925,overpass_midpoint,
Brush St between 19th St and 20th St,intersection,"Brush Street between 19th Street and 20th Street, Oakland, CA",37.8107649,-122.27611535,overpass_midpoint,
41st Ave between International blvd and San Leandro St,intersection,"41st Avenue between International Boulevard blvd and San Leandro Street, Oakland, CA",37.7714037,-122.2187867,overpass_endpoint_cross2,
W MacArthur Blvd between Webster St and Shafter St,intersection,"West MacArthur Boulevard between Webster Street and Shafter Street, Oakland, CA",37.825252,-122.26163215,overpass_endpoint_cross1,
High St between E 12th St Pl & International Blvd,intersection,"High Street between E 12th Street Place & International Boulevard, Oakland, CA",37.772081275000005,-122.2152328,overpass_midpoint,
E. 12th St between 41st Ave and 42nd Ave,intersection,"East 12th Street between 41st Avenue and 42nd Avenue, Oakland, CA",37.7721605,-122.21763725,overpass_midpoint,
E. 12th St between 42nd Ave and High St,intersection,"East 12th Street between 42nd Avenue and High Street, Oakland, CA",37.77169835,-122.21666855000001,overpass_midpoint,
W MacArthur Blvd between Shafter St & Manila Ave,intersection,"West MacArthur Boulevard between Shafter Street & Manila Avenue, Oakland, CA",,,nominatim_no_result,nominatim_no_result
E. 12th St between 44th Ave and 45th Ave,intersection,"East 12th Street between 44th Avenue and 45th Avenue, Oakland, CA",37.7708411,-122.21447535,overpass_midpoint,
W MacArthur Blvd between Manila Ave & Broadway,intersection,"West MacArthur Boulevard between Manila Avenue & Broadway, Oakland, CA",37.8246410625,-122.2591974875,overpass_midpoint,
E. 12th St between 40th Ave and 41st Ave,intersection,"East 12th Street between 40th Avenue and 41st Avenue, Oakland, CA",37.7725645,-122.21849645,overpass_midpoint,
45th between E 12th St and San Leandro,intersection,"45th between E 12th Street and San Leandro, Oakland, CA",37.769967,-122.21487365,overpass_midpoint,
E. 12th St between High St and 44th Ave,intersection,"East 12th Street between High Street and 44th Avenue, Oakland, CA",37.77128555,-122.21546534999999,overpass_midpoint,
Bernhardt Dr between Foster Ave and Ghormley Ave,intersection,"Bernhardt Drive between Foster Avenue and Ghormley Avenue, Oakland, CA",37.7304575,-122.18664509999999,overpass_midpoint,
45th Ave between International and E12 Street,intersection,"45th Avenue between International Boulevard and E12 Street, Oakland, CA",37.771443500000004,-122.21294205000001,overpass_endpoint_cross1,
47th Ave between E.12th and San Leandro St,intersection,"47th Avenue between E.12th and San Leandro Street, Oakland, CA",37.768202,-122.2142013,overpass_endpoint_cross2,
47th Avenue between East 12th & International Blvd,intersection,"47th Avenue between East 12th & International Boulevard, Oakland, CA",37.769921999999994,-122.21182125000001,overpass_midpoint,
City Lot - 73rd Ave. and San Leandro city property under the Bart tram to the airport,named_place,"City Lot - 73rd Avenue. and San Leandro city property under the Bart tram to the airport, Oakland, CA",,,nominatim_no_result,nominatim_no_result
City Lot - Foothill Blvd between 67th Avenue and 68th Avenue,named_place,"City Lot - Foothill Boulevard between 67th Avenue and 68th Avenue, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Lighthouse Community Charter Public School at 444 Hegenberger Rd.,named_place,"Lighthouse Community Charter Public School at 444 Hegenberger Road, Oakland, CA",,,nominatim_no_result,nominatim_no_result
"Lakeside Park: Lakeside Park Garden Center, 666 Bellevue Ave",named_place,"Lakeside Park: Lakeside Park Garden Center, 666 Bellevue Avenue, Oakland, CA",,,nominatim_no_result,nominatim_no_result
San Antonio Park,named_place,"San Antonio Park, Oakland, CA",37.790235,-122.2407696,nominatim,
34th Street & San Pablo,named_place,"34th Street & San Pablo, Oakland, CA",37.8250517,-122.277825,nominatim,
10th & Pine Street / 1022 Pine Street,named_place,"10th & Pine Street, Oakland, CA",37.8095792,-122.3026117,nominatim,
56th & Telegraph,named_place,"56th & Telegraph, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Walkway behind Piedmont Place Hotel,named_place,"Walkway behind Piedmont Place Hotel, Oakland, CA",,,nominatim_no_result,nominatim_no_result
21st & Filbert,named_place,"21st & Filbert, Oakland, CA",37.8003832,-122.2860235,nominatim,
E 10th St Bridge underpass near Channel Park,named_place,"E 10th Street Bridge underpass near Channel Park, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Douglas Ave cul de sac,named_place,"Douglas Avenue cul de sac, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Rockridge Temescal/North Frog Park,named_place,"Rockridge Temescal, Oakland, CA",37.8403434,-122.2585015,nominatim,
Grove Shafter Park (s near park and encampment next to freeway),named_place,"Grove Shafter Park (s near park and encampment next to freeway), Oakland, CA",,,nominatim_no_result,nominatim_no_result
14th St between Center St and Mandela Pkwy,named_place,"14th Street between Center Street and Mandela Parkway, Oakland, CA",,,nominatim_no_result,nominatim_no_result
4th & MLK,named_place,"4th & Martin Luther King Jr Boulevard, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Median at 6th & Jackson,named_place,"Median at 6th & Jackson, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Little Frog Park,named_place,"Little Frog Park, Oakland, CA",37.8381528,-122.2609381,nominatim,
